	tokens	surprisal
1159	and	13.601800134589595
1160	a	21.241238691944183
1161	leathern	28.32083836027875
1162	girdle	58.38369782089274
1163	about	13.332761850402965
1164	his	16.397307816993543
1165	loins	44.15998522706758
1166	and	10.957061358497775
1167	his	15.08568084225435
1168	meat	12.685428925153365
1169	was	15.515775365501584
1170	locusts	50.289862661491355
1171	and	22.561750029219567
1172	wild	11.582489189731291
1173	honey	15.925930420766655
1174	Then	11.980681776217255
1175	went	11.802856963050507
1176	out	12.419316920909177
1177	to	15.603214547301945
1178	him	10.945146979854913
1179	Jerusalem	19.248834975018987
1180	and	12.293618547723298
1181	all	12.615625299871116
1182	Judaea	40.81550429811372
1183	and	15.03546329117573
1184	all	10.406629167073747
1185	the	12.737852810110708
1186	region	15.984453934353983
1187	round	12.065642333191438
1188	about	11.22813770454781
1189	Jordan	20.503435096690655
1190	And	12.69500607830531
1191	were	15.16353389972395
1192	baptized	18.17921383832818
1193	of	17.190943944405994
1194	him	12.623133653896918
1195	in	16.234103083403973
1196	Jordan	18.883536098399478
1197	confessing	39.44826360548429
1198	their	17.298768638053968
1199	sins	23.84416637046265
1200	But	13.455127515243127
1201	when	9.535010490217713
1202	he	12.527632540840942
1203	saw	16.462055297968977
1204	many	10.521495125523922
1205	of	16.959639033857986
1206	the	17.794512179849434
1207	Pharisees	51.40020323494673
1208	and	18.56096252754325
1209	Sadducees	62.394197682972056
1210	come	12.167813922620189
1211	to	16.1878733344128
1212	his	13.156848078956168
1213	baptism	19.847097047253797
1214	he	10.939497175884267
1215	said	14.369400803735322
1216	unto	17.765028973858765
1217	them	12.970299773601973
1218	O	14.173439875515855
1219	generation	17.220120972399535
1220	of	18.351493088629134
1221	vipers	38.59836291299595
1222	who	10.837872860782833
1223	hath	16.71196586771174
1224	warned	19.698664294743843
1225	you	11.629834367550378
1226	to	14.851365780620789
1227	flee	19.43206666363459
1228	from	14.693472931576158
1229	the	19.213225664491098
1230	wrath	24.395274064285125
1231	to	15.895368775976696
1232	come	9.903226625768504
1233	Bring	21.008670279108824
1234	forth	16.54454973356105
1235	therefore	14.660571581814704
1236	fruits	19.11838636871944
1237	meet	14.807356211928063
1238	for	11.913005837010003
1239	repentance	16.811078892011427
1240	And	12.265881772479181
1241	think	16.421670041055567
1242	not	10.014580511517888
1243	to	13.533293190486154
1244	say	13.084061098591347
1245	within	14.047253688098202
1246	yourselves	19.220422301339667
1247	We	16.669974203055613
1248	have	15.457416787615852
1249	Abraham	13.938894356895092
1250	to	13.839282073902021
1251	our	11.573708880198476
1252	father	15.408250885098164
1253	for	9.039296449891257
1254	I	11.765569332488633
1255	say	13.101439573336835
1256	unto	18.21107958775123
1257	you	11.140923476312873
1258	that	8.43459676388821
1259	God	11.193357360196563
1260	is	14.088630140403472
1261	able	19.977064173961327
1262	of	17.577744503134852
1263	these	11.443575337214392
1264	stones	19.84808878261248
1265	to	12.27493387847663
1266	raise	17.58264861090456
1267	up	10.128346638877698
1268	children	15.656068008817257
1269	unto	18.601435690748563
1270	Abraham	16.421123829501372
1271	And	11.08409828851749
1272	now	9.179385795369907
1273	also	11.358754694073362
1274	the	20.543327744066506
1275	axe	18.3351807942748
1276	is	17.261666897774226
1277	laid	17.2756758005079
1278	unto	20.219294744454334
1279	the	20.4108061725846
1280	root	14.060839152982112
1281	of	16.012068398334506
1282	the	18.10017484737075
1283	trees	12.186918037994747
1284	therefore	14.042939063222878
1285	every	14.806202904891698
1286	tree	10.75080305290264
1287	which	13.178159564703503
1288	bringeth	27.391555125610832
1289	not	11.878853218182988
1290	forth	13.607923307498439
1291	good	8.177315883368998
1292	fruit	15.198667490532006
1293	is	16.150551659626387
1294	hewn	32.07773160282875
1295	down	11.470556696387119
1296	None	None
1297	None	None
1298	None	None
1299	None	None
1300	None	None
1301	None	None
1302	None	None
1303	None	None
1304	None	None
1305	None	None
1306	None	None
1307	None	None
1308	None	None
1309	None	None
1310	None	None
1311	None	None
1312	None	None
1313	None	None
1314	None	None
1315	None	None
1316	None	None
1317	None	None
1318	None	None
1319	None	None
1320	None	None
1321	None	None
1322	None	None
1323	None	None
1324	None	None
1325	None	None
1326	None	None
1327	None	None
1328	None	None
1329	None	None
1330	None	None
1331	None	None
1332	None	None
1333	None	None
1334	None	None
1335	None	None
1336	None	None
1337	None	None
1338	None	None
1339	None	None
1340	None	None
1341	None	None
1342	None	None
1343	None	None
1344	None	None
1345	None	None
1346	None	None
1347	None	None
1348	None	None
1349	None	None
1350	None	None
1351	None	None
1352	None	None
1353	None	None
1354	None	None
1355	None	None
1356	None	None
1357	None	None
1358	None	None
1359	None	None
1360	None	None
1361	None	None
1362	None	None
1363	None	None
1364	None	None
1365	None	None
1366	None	None
1367	None	None
1368	None	None
1369	None	None
1370	None	None
1371	None	None
1372	None	None
1373	None	None
1374	None	None
1375	None	None
1376	None	None
1377	None	None
1378	None	None
1379	None	None
1380	None	None
1381	None	None
1382	None	None
1383	None	None
1384	None	None
1385	None	None
1386	None	None
1387	None	None
1388	None	None
1389	None	None
1390	None	None
1391	None	None
1392	None	None
1393	None	None
1394	None	None
1395	None	None
1396	None	None
1397	None	None
1398	None	None
1399	None	None
1400	None	None
1401	None	None
1402	None	None
1403	None	None
1404	None	None
1405	None	None
1406	None	None
1407	None	None
1408	None	None
1409	None	None
1410	None	None
1411	None	None
1412	None	None
1413	None	None
1414	None	None
1415	None	None
1416	None	None
1417	None	None
1418	None	None
1419	None	None
1420	None	None
1421	None	None
1422	None	None
1423	None	None
1424	None	None
1425	None	None
1426	None	None
1427	None	None
1428	None	None
1429	None	None
1430	None	None
1431	None	None
1432	None	None
1433	None	None
1434	None	None
1435	None	None
1436	None	None
1437	None	None
1438	None	None
1439	None	None
1440	None	None
1441	None	None
1442	None	None
1443	None	None
1444	None	None
1445	None	None
1446	None	None
1447	None	None
1448	None	None
1449	None	None
1450	None	None
1451	None	None
1452	None	None
1453	None	None
1454	None	None
1455	None	None
1456	None	None
1457	None	None
1458	None	None
1459	None	None
1460	None	None
1461	None	None
1462	None	None
1463	None	None
1464	None	None
1465	None	None
1466	None	None
1467	None	None
1468	None	None
1469	None	None
1470	None	None
1471	None	None
1472	None	None
1473	None	None
1474	None	None
1475	None	None
1476	None	None
1477	None	None
1478	None	None
1479	Then	19.74201992117383
1480	was	17.862291487494083
1481	Jesus	13.09008293468217
1482	led	14.212663634537881
1483	up	15.020503019073143
1484	of	18.88015949345979
1485	the	15.586485953202747
1486	Spirit	14.408230914758663
1487	into	14.636899260652635
1488	the	18.593615261728093
1489	wilderness	16.687925966329054
1490	to	16.20537640595844
1491	be	12.674087689353346
1492	tempted	22.51407600752181
1493	of	15.672980719029583
1494	the	18.03343760602874
1495	devil	20.28729773959121
1496	And	13.728829521424572
1497	when	11.883190135838841
1498	he	13.616623315028624
1499	had	9.289228032199755
1500	fasted	33.38865343425555
1501	forty	12.822588674428491
1502	days	17.929652833043058
1503	and	15.560591385932314
1504	forty	13.690994599320183
1505	nights	19.75381059412169
1506	he	11.51415656816153
1507	was	17.7853086942157
1508	afterward	15.028965396160546
1509	an	10.576427532506315
1510	hungred	37.02405859790795
1511	And	13.612349175621718
1512	when	10.515061219288986
1513	the	19.211962774361623
1514	tempter	33.34578674199663
1515	came	10.816512570824147
1516	to	15.6268838120822
1517	him	9.489990804980602
1518	he	10.513592247084796
1519	said	13.85854313856098
1520	If	16.519536299115792
1521	thou	19.356438604846776
1522	be	9.610720924211108
1523	the	17.983625593494786
1524	Son	16.80757969939412
1525	of	19.420116707682556
1526	God	9.667590785484764
1527	command	16.311968084086782
1528	that	9.130648363959347
1529	these	13.858294623455501
1530	stones	16.27118649857965
1531	be	9.772485554878353
1532	made	11.933655373747442
1533	bread	13.839962260962317
1534	But	13.119352442656224
1535	he	12.574613888194932
1536	answered	15.569090017099025
